"study_id","arm_id","arm_label_in_paper","arm_role","comparison_1_eligible","comparison_2_eligible","comparison_3_eligible","n_patients","age_median_years","pct_male","disease_aml_pct","disease_all_pct","disease_mds_pct","disease_risk_high_pct","donor_haplo_pct","donor_msd_pct","donor_mud_pct","donor_predominant","graft_predominant","conditioning_mac_pct","conditioning_ric_pct","conditioning_predominant","ptcy_used","ptcy_dose_mg_kg_per_dose","ptcy_total_dose_mg_kg","cni_agent","mmf_used","mtx_used","sirolimus_used","atg_used","atg_agent","atg_total_dose_mg_kg","cmv_recipient_pos_pct","systemic_steroid_for_gvhd_exposure_pct","first_author","pub_year"
431,481,"ATG","comparator_arm","N","N","Y",46,"55","47.8","47.8","19.6","30.4","67.4","100","0","0","haplo","PBSC","10.9","89.1","RIC","N","","","mixed","N","Y","N","Y","rabbit_thymoglobulin","7.5","97.8","42.9","Kim DH",2024
431,480,"ATG/PTCy","PTCy_arm","N","N","Y",32,"56","56.2","46.9","18.8","28.1","50","100","0","0","haplo","PBSC","28.1","71.9","RIC","Y","50_day3_30_day4","80","mixed","Y","N","N","Y","rabbit_thymoglobulin","3.0_3.5_4.0_ALC_tailored","93.7","22.1","Kim DH",2024
203,211,"Non-PTCy GVHD Prophylaxis (Tac/MTX)","comparator_arm","N","N","Y",252,"46","58.7","35.3","24.6","10.7","14.7","0","51.6","48.4","MSD","PBSC","41.3","47.6","mixed","N","","","tacrolimus","N","Y","N","N","","","NR","33","Kim H",2026
203,210,"PTCy GVHD Prophylaxis","PTCy_arm","N","N","Y",99,"48","61.6","40.4","32.3","5.1","5.1","0","55.6","44.4","MSD","PBSC","50.1","48.9","mixed","Y","50","100","tacrolimus","Y","N","N","N","","","NR","16","Kim H",2026
432,483,"SOC (tacrolimus + methotrexate)","comparator_arm","Y","N","N",15,"NR","73.3","46.7","33.3","0","NR","0","40","60","MUD","PBSC","66.7","33.3","MAC","N","","","tacrolimus","N","Y","N","N","","","NR","35.7","Koura D",2025
432,482,"PTCy+Aba (experimental, CNI-free)","PTCy_arm","Y","N","N",25,"NR","56","36","28","16","NR","0","32","68","MUD","PBSC","76","24","MAC","Y","50","100","","N","N","N","N","","","NR","12.5","Koura D",2025
207,213,"MTX/CSA","comparator_arm","Y","N","N",21,"36.2","57.1","57.1","0","4.8","NR","0","100","0","MSD","PBSC","100","0","MAC","N","","","cyclosporine","N","Y","N","N","","","100","66.7","Kunacheewa C",2020
207,212,"PTCy/ATG","PTCy_arm","Y","N","N",21,"45.47","47.6","81","0","4.8","NR","0","100","0","MSD","PBSC","100","0","MAC","Y","50","100","","N","N","N","Y","rabbit_thymoglobulin","5","95.2","33.3","Kunacheewa C",2020
208,214,"Haplo-Cord","comparator_arm","Y","N","N",51,"39","55","100","0","0","57","0","0","0","UCB","UCB","100","0","MAC","N","","","cyclosporine","N","N","N","Y","NR","4","NR","9.8","Kwon M",2017
208,215,"PTCY-haplo","PTCy_arm","Y","N","N",36,"38","58","100","0","0","25","100","0","0","haplo","PBSC","100","0","MAC","Y","50","100","cyclosporine","Y","N","N","N","","","NR","29","Kwon M",2017
209,217,"CsA-MTX","comparator_arm","Y","N","N",50,"49","68","NR","22","NR","26","0","100","0","MSD","PBSC","64","36","MAC","N","","","cyclosporine","N","Y","N","N","","","NR","52.2","Kwon M",2019
209,216,"PTCy","PTCy_arm","Y","N","N",57,"51","65","NR","18","NR","20","0","100","0","MSD","PBSC","40","60","RIC","Y","50","100","cyclosporine","mixed","N","N","N","","","NR","22.6","Kwon M",2019
211,219,"ATG-based prophylaxis","comparator_arm","N","Y","N",129,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","PBSC","NR","NR","mixed","N","","","NR","NR","NR","NR","Y","NR","NR","NR","NR","Langer R",2024
211,218,"Posttransplant cyclophosphamide (PTCy)","PTCy_arm","N","Y","N",49,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","PBSC","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","NR","NR","Langer R",2024
433,486,"Control (alemtuzumab 10 mg + CsA + MMF, historical 2015-2019)","comparator_arm","N","N","N",31,"43","54.8","45.2","12.9","12.9","45.2","0","0","0","MMUD","PBSC","48.4","51.6","mixed","N","","","cyclosporine","Y","N","N","N","","","NR","48","Lazana I",2026
433,484,"PTCy-15 mg/kg (subgroup-1)","PTCy_arm","N","N","Y",33,"54","63.6","60.6","24.2","12.1","51.5","0","0","0","MMUD","PBSC","9.1","90.9","RIC","Y","15","30","cyclosporine","N","N","N","N","","","NR","29","Lazana I",2026
433,485,"PTCy-25 mg/kg (subgroup-2)","PTCy_arm","N","N","Y",30,"50","66.7","63.3","20","13.3","70","0","0","0","MMUD","PBSC","16.7","83.3","RIC","Y","25","50","cyclosporine","N","N","N","N","","","NR","20","Lazana I",2026
216,221,"G-CSF/ATG group","comparator_arm","Y","N","N",75,"22","62.7","0","0","0","NR","100","0","0","haplo","mixed","NR","NR","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","19.32","Li Y",2022
216,220,"mPTCy group","PTCy_arm","Y","N","N",55,"22","58.2","0","0","0","NR","100","0","0","haplo","mixed","NR","NR","mixed","Y","50","100","tacrolimus","Y","N","N","Y","other","100 (porcine ALG) or 10 (rabbit ATG)","NR","18.4","Li Y",2022
217,223,"ATG","comparator_arm","Y","N","N",35,"59.7","57.1","100","0","0","NR","100","0","0","haplo","PBSC","48.6","51.4","mixed","N","","","NR","NR","NR","NR","Y","NR","NR","85.7","NR","Li Z",2018
217,222,"PTCy","PTCy_arm","Y","N","N",119,"61","62.2","100","0","0","NR","100","0","0","haplo","PBSC","33.6","66.4","RIC","Y","NR","NR","NR","NR","NR","NR","N","","","76.3","26.6","Li Z",2018
219,225,"CsA + scMTX","comparator_arm","Y","N","N",500,"42","57.2","38.4","20.2","4.8","NR","0","44","52.6","MUD","NR","65.4","34.6","MAC","N","","","cyclosporine","N","Y","N","mixed","rabbit_thymoglobulin","NR","NR","NR","Liu YC",2025
219,224,"PTCy","PTCy_arm","Y","N","N",80,"56","53.8","51.3","16.3","7.5","NR","100","0","0","haplo","NR","10","90","RIC","Y","50","100","NR","Y","N","N","N","","","NR","NR","Liu YC",2025
221,227,"ATG-based GVHD prophylaxis (haplo-HSCT)","comparator_arm","Y","N","N",196,"44","56","71","29","0","43","100","0","0","haplo","PBSC","64","36","MAC","N","","","NR","Y","NR","Y","Y","NR","30","NR","34","Lorentino F",2017
221,226,"PTCy-based GVHD prophylaxis (haplo-HSCT)","PTCy_arm","Y","N","N",313,"46","58","74","26","0","34","100","0","0","haplo","PBSC","41","59","RIC","Y","NR","NR","NR","Y","NR","NR","N","","","NR","31","Lorentino F",2017
226,228,"CD34-selected graft","comparator_arm","N","N","N",104,"51.2","54.4","55.3","26.3","16.7","31.6","0","37.7","62.3","MUD","PBSC","100","0","MAC","N","","","","N","N","N","Y","rabbit_thymoglobulin","NR","43.3","16.3","Luznik L",2022
226,230,"Tacrolimus and methotrexate (Tac/MTX) control","comparator_arm","Y","N","N",114,"51.3","54.2","63.6","19.5","13.6","33.9","0","38.1","61.9","MUD","BM","100","0","MAC","N","","","tacrolimus","N","Y","N","N","","","50","29.8","Luznik L",2022
226,229,"Post-transplant cyclophosphamide (PTCy)","PTCy_arm","Y","N","N",109,"50.9","62.3","64.9","23.7","9.6","34.2","0","37.7","62.3","MUD","BM","100","0","MAC","Y","50","100","","N","N","N","N","","","49.5","37.6","Luznik L",2022
436,487,"PTCY","PTCy_arm","N","N","Y",32,"61","65.6","43.8","6.3","18.8","25","100","0","0","haplo","PBSC","0","100","RIC","Y","50","100","cyclosporine","Y","N","N","N","","","28.1","59.3","Makanga DR",2020
436,488,"PTCY + ATG","PTCy_arm","N","N","Y",26,"62","61.5","50","0","19.2","42.3","100","0","0","haplo","PBSC","0","100","RIC","Y","50","100","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","2.5","23.1","23.8","Makanga DR",2020
437,489,"PTCy group","comparator_arm","N","N","Y",16,"43.5","56.2","43.8","31.3","NR","NR","100","0","0","haplo","NR","75","25","MAC","Y","50","100","cyclosporine","Y","N","N","N","","","100","31.3","Mandaci Sanli N",2025
437,490,"Low-dose ATG/PTCy group","PTCy_arm","N","N","Y",17,"43","70.6","76.5","5.9","NR","NR","100","0","0","haplo","NR","58.8","41.2","MAC","Y","50","50","cyclosporine","Y","N","N","Y","NR","5","100","11.8","Mandaci Sanli N",2025
236,234,"ATLG","comparator_arm","N","Y","N",476,"53","NR","43","10","9","NR","0","16","64","MUD","PBSC","100","0","MAC","N","","","mixed","mixed","mixed","N","Y","rabbit_grafalon_ATLG","49.8","NR","36","Massoud R",2022
236,233,"PTCy","PTCy_arm","N","Y","N",123,"53","NR","19","29","2","NR","NR","25","46","MUD","PBSC","100","0","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","40","Massoud R",2022
238,236,"TAC-based (TAC/MTX, TAC/MTX/Rap, TAC/Rap pooled)","comparator_arm","Y","N","N",463,"64","60.9","38.4","10.4","27.6","12.5","0","0","94.2","MUD","PBSC","26.6","73.4","RIC","N","","","tacrolimus","N","Y","Y","N","","","41.9","20","Maurer K",2023
238,235,"PTCY/TAC/MMF","PTCy_arm","Y","N","N",107,"62","51.4","39.3","12.1","24.3","14","0","0","46.7","MMUD","PBSC","27.1","72.9","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","33.7","20","Maurer K",2023
241,238,"No PTCY","comparator_arm","Y","N","N",402,"63","59","64.2","0","35.8","18.2","0","19.9","73.1","MUD","PBSC","37.6","62.4","RIC","N","","","tacrolimus","N","Y","mixed","N","","","NR","NR","Mehta A",2026
241,237,"PTCY","PTCy_arm","Y","N","N",184,"63","57.6","62","0","38","18.5","48.9","2.7","15.8","haplo","PBSC","28.8","71.2","RIC","Y","50","100","tacrolimus","NR","N","NR","N","","","NR","NR","Mehta A",2026
242,240,"Conventional GVHD prophylaxis group","comparator_arm","Y","N","N",72,"54","62.5","41.7","5.6","NR","26","0","0","0","MMUD","BM","50","50","mixed","N","","","tacrolimus","N","Y","N","Y","rabbit_thymoglobulin","NR","86","36","Mehta RS",2016
242,239,"PTCy group","PTCy_arm","Y","N","N",41,"50","51.2","36.6","17.1","NR","32","0","0","0","MMUD","BM","56","44","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","88","37","Mehta RS",2016
243,242,"MUD group","comparator_arm","N","N","Y",246,"61","NR","NR","4","NR","33","0","0","100","MUD","PBSC","60","40","MAC","Y","50","100","tacrolimus","mixed","N","N","N","","","70","48","Mehta RS",2022
243,243,"MSD group","comparator_arm","N","N","N",140,"60","NR","NR","4","NR","26","0","100","0","MSD","PBSC","74","26","MAC","Y","50","100","tacrolimus","mixed","N","N","N","","","77","39","Mehta RS",2022
244,244,"MUD Tac/MTX/ATG","comparator_arm","N","N","Y",306,"53","NR","NR","NR","NR","36","0","0","100","MUD","PBSC","60","40","MAC","N","","","tacrolimus","N","Y","N","Y","rabbit_thymoglobulin","4","65","42","Mehta RS",2022
244,246,"MSD Tac/MTX","comparator_arm","Y","N","N",272,"54","NR","NR","NR","NR","49","0","100","0","MSD","PBSC","63","37","MAC","N","","","tacrolimus","N","Y","N","N","","","51","37","Mehta RS",2022
243,241,"Haploidentical group","PTCy_arm","N","N","Y",275,"51","NR","NR","18","NR","35","100","0","0","haplo","BM","24","76","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","81","40","Mehta RS",2022
244,245,"MUD PTCy-based","PTCy_arm","N","N","Y",246,"61","NR","NR","NR","NR","40","0","0","100","MUD","PBSC","64","36","MAC","Y","50","100","tacrolimus","mixed","N","N","N","","","63","52","Mehta RS",2022
244,247,"MSD PTCy-based","PTCy_arm","Y","N","N",140,"60","NR","NR","NR","NR","51","0","100","0","MSD","PBSC","74","26","MAC","Y","50","100","tacrolimus","mixed","N","N","N","","","49","44","Mehta RS",2022
245,249,"Older MUD (donor >=35 y)","comparator_arm","Y","N","N",232,"42.7","58","0","100","0","NR","0","0","100","MUD","PBSC","76","23","MAC","N","","","NR","mixed","mixed","NR","N","","","62","21.5","Mehta RS",2023
245,248,"Younger haploidentical (donor <35 y)","PTCy_arm","Y","N","N",187,"41.4","56","0","100","0","NR","100","0","0","haplo","PBSC","56","45","MAC","Y","NR","NR","NR","Y","N","NR","N","","","72","16.3","Mehta RS",2023
246,250,"MUD-CNI","comparator_arm","Y","N","N",7272,"61","56.4","54.1","16.6","29.2","31.6","0","0","100","MUD","PBSC","47.4","52.6","RIC","N","","","mixed","Y","Y","Y","Y","NR","NR","62.2","NR","Mehta RS",2026
246,253,"MMUD-CNI","comparator_arm","N","Y","N",459,"58","57.1","52.9","20.3","26.8","39","0","0","0","MMUD","PBSC","47.7","52.3","RIC","N","","","mixed","Y","Y","Y","Y","NR","NR","68.8","NR","Mehta RS",2026
246,251,"MUD-PTCy","PTCy_arm","Y","N","N",1681,"62","59.9","54.1","14.9","31.1","28.6","0","0","100","MUD","PBSC","39.7","60.3","RIC","Y","50","100","mixed","Y","N","Y","Y","NR","NR","62.2","NR","Mehta RS",2026
246,252,"MMUD-PTCy","PTCy_arm","N","Y","N",613,"58","45.4","53.8","20.9","25.3","28.2","0","0","0","MMUD","PBSC","39.8","60.2","RIC","Y","50","100","mixed","Y","N","Y","Y","NR","NR","66.2","NR","Mehta RS",2026
248,255,"UD and ATG","comparator_arm","Y","N","N",30,"48","56.7","NR","NR","NR","NR","0","0","100","MUD","PBSC","87","13","MAC","N","","","cyclosporine","N","Y","N","Y","rabbit_thymoglobulin","7.5","93.3","30","Metafuni E",2018
248,254,"HAPLO and PT-CY","PTCy_arm","Y","N","N",67,"51","61.2","NR","NR","NR","NR","100","0","0","haplo","BM","88","12","MAC","Y","50","100","cyclosporine","Y","N","N","N","","","86.9","24","Metafuni E",2018
6,11,"MRD/NoATLG","comparator_arm","Y","N","N",97,"58.9","57","45","5","9","5","0","100","0","MSD","PBSC","20","21","RIC","N","","","cyclosporine","Y","N","N","N","","","53","80","Meyer T",2025
6,12,"MUD/ATLG","comparator_arm","N","Y","N",280,"60.8","56","50","8","8","3","0","0","100","MUD","PBSC","17","19","RIC","N","","","cyclosporine","Y","N","N","Y","rabbit_grafalon_ATLG","30","56","48","Meyer T",2025
6,13,"MM/ATLG","comparator_arm","N","Y","N",54,"60.1","69","52","9","6","4","0","0","0","MMUD","PBSC","26","11","RIC","N","","","cyclosporine","Y","N","N","Y","rabbit_grafalon_ATLG","30","63","57","Meyer T",2025
6,10,"PTCY","PTCy_arm","Y","Y","N",68,"59.9","57","49","4","12","2","54","0","0","haplo","PBSC","7","15","RIC","Y","50","100","cyclosporine","Y","N","N","N","","","59","60","Meyer T",2025
250,257,"MRD (Matched Related Donor)","comparator_arm","Y","N","N",115,"44","57.4","NR","NR","NR","NR","0","100","0","MSD","NR","64.3","35.7","MAC","N","","","cyclosporine","N","Y","N","N","","","NR","NR","Mikulska M",2018
250,258,"MUD/MMRD (Matched Unrelated or 1-Ag Mismatched Related)","comparator_arm","Y","N","N",81,"47","67.9","NR","NR","NR","NR","0","0","NR","MUD","NR","58","42","MAC","N","","","cyclosporine","N","Y","N","Y","NR","NR","NR","NR","Mikulska M",2018
250,259,"CBT (Cord Blood Transplant)","comparator_arm","Y","N","N",27,"49","59.3","NR","NR","NR","NR","0","0","0","UCB","UCB","81.5","18.5","MAC","N","","","cyclosporine","Y","N","N","Y","NR","NR","NR","NR","Mikulska M",2018
250,256,"Haploidentical","PTCy_arm","Y","N","N",330,"50","55.8","NR","NR","NR","NR","100","0","0","haplo","BM","51.8","48.2","MAC","Y","50","100","cyclosporine","Y","N","N","N","","","NR","NR","Mikulska M",2018
253,260,"MAC (myeloablative conditioning, haplo-PBSCT + PTCy)","comparator_arm","N","N","Y",24,"47","75","71","4","8","54","100","0","0","haplo","PBSC","100","0","MAC","Y","NR","NR","tacrolimus","Y","N","N","N","","","58","NR","Modi D",2021
254,263,"Thymoglobulin","comparator_arm","N","Y","N",51,"53","53","78","0","22","39","0","0","0","MMUD","PBSC","59","41","MAC","N","","","tacrolimus","Y","N","N","Y","rabbit_thymoglobulin","4.5","80","52.9","Modi D",2021
253,261,"RIC (reduced intensity conditioning, haplo-PBSCT + PTCy)","PTCy_arm","N","N","Y",65,"62","57","43","15","25","37","100","0","0","haplo","PBSC","0","100","RIC","Y","NR","NR","tacrolimus","Y","N","N","N","","","64","NR","Modi D",2021
254,262,"PTcy","PTCy_arm","N","Y","N",25,"62","52","76","0","24","28","0","0","0","MMUD","PBSC","20","80","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","80","24.4","Modi D",2021
256,264,"Haplo-HSCT with PTCy/Tac/MMF","PTCy_arm","N","N","N",63,"50.69","31.7","47.6","12.7","11.1","NR","100","0","0","haplo","BM","6.3","93.7","RIC","Y","NR","NR","tacrolimus","Y","N","N","N","","","NR","NR","Mohyuddin GR",2019
257,266,"ATG","comparator_arm","N","Y","N",318,"52.5","61.9","45.3","16.4","10.7","27","0","0","0","MMUD","PBSC","59.2","40.8","MAC","N","","","mixed","Y","Y","NR","Y","mixed","NR","NR","38.2","Moiseev I",2025
257,265,"PTCy","PTCy_arm","N","Y","N",132,"55","59.8","41.7","12.9","16.7","28","0","0","0","MMUD","PBSC","49.2","50.8","mixed","Y","NR","NR","mixed","Y","Y","Y","N","","","NR","28.6","Moiseev I",2025
7,15,"ATG group (historical control)","comparator_arm","Y","N","N",125,"31","NR","66","34","0","32","0","0","85","MUD","PBSC","26","74","RIC","N","","","tacrolimus","mixed","mixed","N","Y","horse_ATGAM","100","NR","NR","Moiseev IS",2016
7,14,"PTCy group","PTCy_arm","Y","N","N",86,"34","NR","60","40","0","28","0","0","79","MUD","PBSC","24","76","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","NR","Moiseev IS",2016
258,268,"CNI-based prophylaxis","comparator_arm","Y","N","N",105,"31","59","49","34","5","NR","0","100","0","MSD","BM","33","67","RIC","N","","","mixed","Y","Y","N","N","","","NR","27","Moiseev IS",2017
258,267,"Single-agent PTCy","PTCy_arm","Y","N","N",78,"34","55","48","26","1","NR","0","100","0","MSD","BM","29","71","RIC","Y","50","100","","N","N","N","N","","","NR","8","Moiseev IS",2017
438,491,"MBM (matched bone marrow, single-agent PTCy)","PTCy_arm","N","N","Y",57,"31","52","44","25","4","NR","0","88","12","MSD","BM","25","75","RIC","Y","50","100","","N","N","N","N","","","NR","11","Moiseev IS",2018
438,492,"MPBSC (matched PBSC, PTCy + tacrolimus + MMF 30 mg/kg)","PTCy_arm","N","N","Y",88,"32","54","49","28","5","NR","0","1","99","MUD","PBSC","22","82","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","16.6","Moiseev IS",2018
438,493,"MMG (mismatched grafts, PTCy + tacrolimus + MMF 45 mg/kg)","PTCy_arm","N","N","Y",55,"27","56","47","25","4","NR","35","0","0","mixed","mixed","7","93","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","19.1","Moiseev IS",2018
260,270,"TAC/MTX","comparator_arm","Y","N","N",191,"48","48","71.7","28.3","0","NR","0","42","58","MUD","PBSC","100","0","MAC","N","","","tacrolimus","N","Y","N","N","","","NR","28.4","Molina A",2026
260,269,"PTCy/TAC/MMF","PTCy_arm","Y","N","N",46,"46","43","58.7","41.3","0","NR","0","33","67","MUD","PBSC","100","0","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","13","Molina A",2026
262,273,"Conventional CNI-based","comparator_arm","Y","N","N",270,"34","59.3","0","0","0","15.2","0","74","26","MSD","PBSC","31","69","RIC","N","","","cyclosporine","Y","Y","N","N","","","NR","31","Montoro",2024
262,274,"PTCy","PTCy_arm","Y","N","N",176,"33","58.5","0","0","0","17","0","50","50","mixed","PBSC","25","75","RIC","Y","NR","NR","other","Y","Y","Y","N","","","NR","26","Montoro",2024
261,272,"TCD (CD34+ selected ex vivo T-cell depletion)","comparator_arm","Y","N","N",38,"50","45","69","13","18","21","0","31","37","mixed","PBSC","100","0","MAC","N","","","","N","N","N","Y","rabbit_thymoglobulin","5","68","11","Montoro J",2021
261,271,"PTCy-Sir-MMF","PTCy_arm","Y","N","N",91,"53","60","72","14","14","42","0","48","52","MUD","PBSC","100","0","MAC","Y","50","100","","Y","N","Y","N","","","77","19","Montoro J",2021
263,276,"ATG-free MUD","comparator_arm","Y","N","N",211,"53","64.5","100","0","0","19","0","0","100","MUD","PBSC","78.2","21.8","MAC","N","","","tacrolimus","Y","Y","N","N","","","NR","31.4","Moriguchi",2024
263,277,"ATG-administered MUD","comparator_arm","Y","Y","N",99,"54","68.7","100","0","0","24.2","0","0","100","MUD","PBSC","75.8","24.2","MAC","N","","","tacrolimus","Y","Y","N","Y","NR","NR","NR","30.4","Moriguchi",2024
263,275,"PTCy-haplo","PTCy_arm","Y","Y","N",489,"55","61.1","100","0","0","24.1","100","0","0","haplo","PBSC","48.5","51.5","mixed","Y","50 (49.7%) or 40 (32.5%) or other (17.8%)","100 (49.7%) or 80 (32.5%) or other/missing (17.8%)","tacrolimus","Y","N","N","N","","","NR","24.4","Moriguchi",2024
264,278,"Older patients transplanted with PTCy (n=92)","PTCy_arm","N","N","N",92,"71","80","71","0","13","NR","13","8","73","MUD","PBSC","NR","NR","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","NR","Morsink",2024
268,281,"SibCNI","comparator_arm","Y","N","N",1605,"NR","58.2","63.9","3.7","32.4","NR","0","100","0","MSD","PBSC","58.3","41.7","MAC","N","","","other","mixed","mixed","NR","N","","","NR","NR","Mulroney CM",2021
268,279,"HaploCy","PTCy_arm","Y","N","N",757,"NR","60.6","69.8","3.4","26.8","NR","100","0","0","haplo","PBSC","41.5","58.5","RIC","Y","NR","NR","NR","NR","N","NR","N","","","NR","NR","Mulroney CM",2021
268,280,"SibCy","PTCy_arm","Y","N","N",403,"NR","60.3","76.9","4.7","18.4","NR","0","100","0","MSD","PBSC","55.1","44.9","MAC","Y","NR","NR","NR","NR","N","NR","N","","","NR","NR","Mulroney CM",2021
270,283,"CNI-based GVHD prophylaxis (no PTCy)","comparator_arm","Y","N","N",229,"NR","NR","0","0","0","NR","NR","NR","NR","NR","NR","NR","NR","NR","N","","","NR","mixed","mixed","N","mixed","rabbit_thymoglobulin","NR","NR","NR","Murthy HS",2022
270,282,"PTCy +/- others","PTCy_arm","Y","N","N",37,"NR","NR","0","0","0","NR","NR","NR","NR","NR","NR","NR","NR","NR","Y","NR","NR","NR","mixed","N","mixed","mixed","NR","NR","NR","NR","Murthy HS",2022
271,284,"MUD","comparator_arm","Y","N","N",276,"59","57","43.1","12.7","NR","NR","0","0","100","MUD","BM","41.3","58.7","RIC","mixed","NR","NR","tacrolimus","mixed","Y","NR","mixed","NR","NR","57","51","Mushtaq MU",2024
271,285,"Haplo","PTCy_arm","Y","N","N",176,"54","68","42","9.7","NR","NR","100","0","0","haplo","PBSC","31.3","68.7","RIC","Y","NR","NR","tacrolimus","Y","N","N","N","","","62","50","Mushtaq MU",2024
272,287,"Matched Unrelated (MUD 8/8)","comparator_arm","N","N","Y",310,"53","69.3","0","0","0","NR","0","0","100","MUD","PBSC","25.8","74.2","RIC","Y","NR","NR","NR","Y","Y","Y","N","","","NR","24","Mussetti",2023
272,286,"Haploidentical","PTCy_arm","N","N","Y",1830,"46","63.9","0","0","0","NR","100","0","0","haplo","PBSC","22.7","77.3","RIC","Y","NR","NR","NR","Y","NR","NR","N","","","NR","33","Mussetti",2023
273,288,"Older cohort - CBT (patient age >=50, CBT)","comparator_arm","Y","N","N",2675,"61","NR","62.8","13.6","21.6","51.3","0","0","0","UCB","UCB","55.8","44.2","MAC","N","","","NR","NR","NR","NR","N","","","85.5","41.9","Nagayama T",2025
273,291,"Younger cohort - CBT (patient age <50, CBT)","comparator_arm","Y","N","N",1532,"40","NR","59.7","27.9","9.2","35.9","0","0","0","UCB","UCB","87.1","12.9","MAC","N","","","NR","NR","NR","NR","N","","","76.1","41.2","Nagayama T",2025
273,289,"Older cohort - Younger haplo (patient age >=50, haplo donor <40 yrs)","PTCy_arm","Y","N","N",451,"61","NR","53.4","15.5","29.9","47","100","0","0","haplo","PBSC","32.4","67.6","RIC","Y","NR","NR","NR","NR","NR","NR","N","","","88.9","23.1","Nagayama T",2025
273,290,"Older cohort - Older haplo (patient age >=50, haplo donor >=40 yrs)","PTCy_arm","Y","N","N",120,"59","NR","62.5","13.3","20.8","40","100","0","0","haplo","PBSC","35.8","64.2","RIC","Y","NR","NR","NR","NR","NR","NR","N","","","87.5","26.3","Nagayama T",2025
273,292,"Younger cohort - Younger haplo (patient age <50, haplo donor <40 yrs)","PTCy_arm","Y","N","N",171,"34","NR","56.1","29.8","7.6","31.8","100","0","0","haplo","PBSC","80.7","19.3","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","73.1","22.1","Nagayama T",2025
273,293,"Younger cohort - Older haplo (patient age <50, haplo donor >=40 yrs)","PTCy_arm","Y","N","N",167,"41","NR","50.9","36.5","10.8","25.9","100","0","0","haplo","PBSC","79.6","20.4","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","80.2","39.3","Nagayama T",2025
276,295,"MSD","comparator_arm","Y","N","N",1891,"37.7","59.8","0","100","0","NR","0","100","0","MSD","PBSC","83.2","16.8","MAC","N","","","cyclosporine","NR","Y","NR","Y","NR","NR","71.9","28.9","Nagler A",2021
277,297,"ATG","comparator_arm","N","Y","N",98,"35.5","62.2","0","100","0","30.6","100","0","0","haplo","PBSC","69.4","30.6","MAC","N","","","mixed","Y","Y","Y","Y","NR","NR","70.3","32.7","Nagler A",2021
276,294,"HaploSCT","PTCy_arm","Y","N","N",413,"37.1","64.9","0","100","0","NR","100","0","0","haplo","PBSC","68","32","MAC","Y","NR","NR","NR","NR","NR","NR","Y","NR","NR","78","36.3","Nagler A",2021
277,296,"PTCy","PTCy_arm","N","Y","N",336,"36","63.8","0","100","0","16.4","100","0","0","haplo","BM","78.3","21.7","MAC","Y","NR","NR","mixed","Y","N","N","N","","","79.2","30.5","Nagler A",2021
287,310,"CSA/MTX","comparator_arm","Y","N","N",1202,"45.1","NR","100","0","0","21.5","0","100","0","MSD","PBSC","81.5","18.5","MAC","N","","","cyclosporine","N","Y","N","N","","","70.2","22.9","Nagler A",2022
287,309,"PTCy","PTCy_arm","Y","N","N",118,"51.9","NR","100","0","0","17.8","0","100","0","MSD","PBSC","58.5","41.5","MAC","Y","50","100","mixed","mixed","mixed","mixed","N","","","78.8","25.2","Nagler A",2022
278,298,"PTCy URD AML CR2","PTCy_arm","N","N","N",127,"45.5","54.3","100","0","0","5.5","0","0","60.6","MUD","PBSC","50.4","49.6","mixed","Y","NR","NR","mixed","Y","Y","Y","mixed","NR","NR","77.8","26.2","Nagler A",2023
279,299,"de novo AML","PTCy_arm","N","N","N",1480,"55.8","57.5","100","0","0","29.9","100","0","0","haplo","PBSC","50.1","49.9","mixed","Y","NR","NR","mixed","Y","NR","NR","N","","","78.7","27.2","Nagler A",2023
279,300,"secondary AML (sAML)","PTCy_arm","N","N","N",231,"60.8","61.9","100","0","0","32.9","100","0","0","haplo","PBSC","35.1","64.9","RIC","Y","NR","NR","mixed","Y","NR","NR","N","","","76.2","29.1","Nagler A",2023
280,302,"No PTCy","comparator_arm","Y","Y","N",6342,"56.6","53.6","100","0","0","27.1","0","0","83.6","MUD","PBSC","50.2","49.8","mixed","N","","","cyclosporine","mixed","mixed","mixed","Y","NR","NR","65.6","25.2","Nagler A",2024
