cohort_id,cohort_label,cohort_description,registry_or_source,enrollment_start_year,enrollment_end_year,total_unique_patients,primary_publication_study_id,primary_publication_overrides,overlap_notes
1061,Luoyang_Central_Hospital_haplo_BuCy,"Single-center retrospective observational cohort of 61 consecutive adult and pediatric patients (median age 35 yrs, range 4-62) with hematological malignancies (AML 52.5%, ALL 29.5%, MDS 16.4%, MPAL 1.6%) who underwent first haploidentical HSCT from related donors with Bu-Cy myeloablative conditioning at Luoyang Central Hospital, Zhengzhou University, Luoyang City, China, between January 2019 and December 2024. Conditioning: cytarabine 4 g/m2 d-10/-9, busulfan 3.2 mg/m2/d d-8 to -6, cyclophosphamide 1.8 g/m2/d d-5/-4, semustine 250 mg/m2 d-3. Two arms: (i) reduced-dose ATG-PTCy (n=30, rabbit ATG Thymoglobulin 7.5 mg/kg total = 2.5 mg/kg d-4 to -2 plus PTCy 20 mg/kg/d d+3 and d+4) vs (ii) standard-dose ATG (n=31, rabbit ATG 10 mg/kg total = 2.5 mg/kg/d d-5 to -2). All received CSA + short-course MTX (d+1,+3,+6,+11) + MMF. Graft source PBSC alone (52.5%) or PB+BM (47.5%).",single_center,2019,2024,61,166,NA,No known overlap with other cohorts. Single-center Luoyang Central Hospital data.
1062,LMU_Munich_NHL_matched_pair,"Single-center retrospective matched-pair analysis at Department of Medicine III, Ludwig-Maximilians-University (LMU) University Hospital Munich, Germany. Eligible were patients aged >=18 yrs with refractory or relapsed B or T cell non-Hodgkin lymphoma (NHL) undergoing NMC or RIC allo-HSCT between 2000 and 2017. Three groups (16:16:16 matched pairs from a parent pool of 36 haplo recipients) by donor type and GVHD prophylaxis: (i) Haplo with sequential clofarabine-based cytoreduction followed by RIC Flu/Mel + PTCy + tacrolimus + MMF, BM-predominant graft (69%); (ii) HLA-matched related donor (MRD) with CNI-based prophylaxis (CNI-MMF 81%, CNI-MTX 6%, Sirolimus-MMF 13%, no ATG); (iii) HLA-matched unrelated donor (URD) 8/8 or 10/10 with CNI-MMF (94%) or Sirolimus-MMF (6%) plus ATG 10-20 mg/kg BW IV daily x3 days. Matching criteria: age (+/-5 yr), disease status, lymphoma classification, ECOG/KPS. 88% active disease at conditioning in each group. Distinct from cohort 1045 (LMU Munich + Augsburg high-risk AML sequential 2009-2016) by disease focus (NHL vs AML) and enrollment window (2000-2017 vs 2009-2016). Same Munich group authors (Fraccaroli, Prevalsek, Tischer) as cohort 1045 and Zoellner 2015 sequential clofarabine paper.",single_center,2000,2017,48,167,NA,"Same LMU Munich institution as cohort 1045 (Doppelhammer 2019 / Fraccaroli 2018 AML), but distinct NHL cohort; minimal patient overlap unlikely as different disease groups."
1063,EBMT_CIBMTR_TCL_LWP,"Joint EBMT and CIBMTR retrospective registry analysis of 1942 adult patients (>=18 years) undergoing first allogeneic HCT for mature T-cell non-Hodgkin lymphoma (PTCL-NOS, AITL, ALCL) between 2008 and 2018. Four donor/GVHD-prophylaxis cohorts: posttransplant cyclophosphamide-based haploidentical (haplo-PTCy, n=237; PTCy with or without CNI and MMF), HLA-matched sibling donor (MSD, n=911; CNI-based without ATG/alemtuzumab in vivo TCD), 8/8 MUD with in vivo TCD using ATG or alemtuzumab (MUD TCD+, n=468), and 8/8 MUD without in vivo TCD (MUD TCD-, n=326). Eligible donors: MSD, 8/8 allele-matched MUD, or haploidentical related donors. Ex vivo graft manipulation excluded. CIBMTR cohort limited to US/Canada to avoid duplicate EBMT counting. 23 patients overlap with prior EBMT ALCL study and 144 with prior CIBMTR AITL study; haplo-HCT patients excluded from both prior studies. Distinct from EBMT_ALWP (cohort 1024, acute leukemia), CIBMTR_HaploCy_SibCy_SibCNI (1001, AML/ALL/MDS), CIBMTR_HL_HaploPTCy_MSDCNI (1011, Hodgkin), and EBMT_CIBMTR_DLBCL_LWP (1046, DLBCL) — this is mature T-cell lymphoma-specific.",multicenter_collaboration,2008,2018,1942,168,NA,23 patients overlap with prior EBMT ALCL allo-HCT study (ref 34); 144 overlap with prior CIBMTR AITL allo-HCT study (ref 35); haplo-HCT patients excluded from both prior studies.
1064,JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo,"Japanese Data Center for Hematopoietic Cell Transplantation (JDCHCT) Transplant Registry Unified Management Program 2 (TRUMP2) nationwide retrospective cohort of 7,499 adult patients (aged >=16 years) with hematologic disease undergoing first UCBT or PTCy-haplo between 2014 and 2020. Three groups stratified by donor source and cord blood CD34+ cell count: PTCy-haplo (n=1142, haploidentical PBSC/BM with PTCy + tacrolimus/CSA + MMF predominant; 93.8% PBSC, 6.2% BM); UCB-H (n=3185, single-unit UCBT with CD34+ cell count >=0.84 x 10^5/kg; median 1.12 x 10^5/kg); UCB-L (n=3172, single-unit UCBT with CD34+ cell count <0.84 x 10^5/kg; median 0.63 x 10^5/kg). Mixed disease (AML/ALL/MDS/lymphoma/MM/CML), mixed conditioning (MAC vs RIC). 715 cases with missing DRI/cytogenetics data excluded from original 8506 identified. Median CD34+ cell count in PTCy-haplo arm was 42.6 x 10^5/kg (cord blood ~40-60x lower CD34+ doses). Earlier preliminary version reported as ASH 2023 abstract (Harada 2023, study_id 171).",national_registry,2014,2020,7499,170,,"Study 171 (Harada 2023 ASH abstract) is the preliminary conference abstract of this same cohort; same N=7499, same 1142/3185/3172 arms, same findings. Study 170 (Harada 2025 TCT full paper) is the primary publication for this cohort. Potential partial overlap with other JDCHCT/TRUMP2 publications (e.g., Sugita 2022 BMT haplo vs CBT, Wada 2022 Transplantation, Jo 2024 ALL, Konuma 2023 TCT GVT, Konuma 2020 AJH, Atsuta 2013 Haematologica) which draw on different time windows or disease subsets from the same national Japanese registry."
1065,Spanish_4center_CMVdynamics_haplo_vs_other,"Multicenter retrospective Spanish cohort of 283 adult allo-HSCT recipients at 4 Spanish institutions, comparing haploidentical with PTCy (n=118; PTCy 50 mg/kg D+3 and D+5) vs historical other transplant modalities (n=165; MRD n=76, MUD n=62, MMRD/MMUD n=27). Haplo recipients enrolled January 2016 to December 2018 at HCUV Valencia (n=63), HRUM Malaga (n=16), HCUS Salamanca (n=30), HGUGM Madrid (n=9). Historic comparator cohort drawn from HCUV (n=137, May 2012-June 2018) and HRUM (n=28, January 2016-February 2018). Primary focus: CMV DNAemia incidence, kinetics, and outcomes by donor type. Plasma CMV monitoring with real-time PCR (Abbott or Affigene). Possible partial overlap with GETH cohorts 1049 (Esquirol haplo PTCy infections, includes Malaga/Madrid/Valencia centers 2013-2018) but distinct study population (includes non-haplo arms and CMV-focused).",multicenter_collaboration,2012,2018,283,178,NA,Possible partial overlap on haplo arm with GETH_Esquirol_haplo_PTCy_infections (cohort 1049) for HRUM Malaga and HGUGM Madrid centers 2016-2018 timeframe; HCUV Valencia and HCUS Salamanca are distinct centers.
1066,Mayo_Jacksonville_Iqbal_PTCySiro_TacMTX,"Single-center retrospective comparative cohort of 116 consecutive adult patients undergoing MRD or 10/10 MUD allo-HCT at Mayo Clinic, Jacksonville, FL between January 2018 and January 2021. Two GVHD prophylaxis arms based on physician discretion: PTCy-Siro (CNI-free, n=29: PTCy 50 mg/kg D+3/+4 + sirolimus from D+5 [4 mg PO load then 2 mg PO daily, target trough 6-14 ng/mL]) vs Tac-MTX (standard, n=87: tacrolimus 0.02 mg/kg/day IV from D-1, target trough 10-15 ng/mL to D+30 then 5-10 ng/mL + MTX 15 mg/m2 D+1, 10 mg/m2 D+3, +6, +11). MRD 31%, MUD (10/10) 69%; PBSC 94.8%, BM 5.2%; MAC 32.8%, RIC 67.2%. Median follow-up 1.1 years (range 0-1.8). Primary endpoints: cumulative incidence of grade II-IV aGVHD and cGVHD.",single_center,2018,2021,116,180,NA,Single-center Mayo Jacksonville cohort; distinct from Mayo Rochester cohorts (1022 Baranwal). No known overlap with other study_ids in this batch.
1067,UAB_Birmingham_Jamy_CMV,"Single-center retrospective cohort of 225 adult patients (>=18 yrs) who underwent allo-HSCT for hematologic malignancy at University of Alabama at Birmingham (UAB) between 2012 and 2016. Three cohorts: Cohort A (n=94) 8/8 HLA-matched related (MRD, 84%) or unrelated (MUD, 16%) donor HSCT with calcineurin inhibitor-based GVHD prophylaxis (no PTCy); Cohort B (n=103) 8/8 HLA-matched related (2%) or unrelated (98%) donor HSCT with 1 dose PTCy (50 mg/kg D+3) + tacrolimus + MMF; Cohort C (n=28) haploidentical donor HSCT with 2 doses PTCy (50 mg/kg D+3 and D+4) + tacrolimus + MMF. Primary endpoint: D+100 cumulative incidence of CMV infection. CMV viremia threshold >500 IU/mL by Roche cobas qPCR; testing initiated D+7 weekly to D+100, then every 2 weeks until IS taper completed.",single_center,2012,2016,225,183,NR,Possible overlap with Jamy 2021 Am J Hematol phase II trial of 1-dose PTCy in MUD HSCT (ref 9 in this paper) and Jamy 2016 Blood abstract on immune reconstitution post-PTCy (ref 20). Likely overlapping/same single-center UAB cohort for Cohort B.
1068,Shanghai_General_older_myeloid_lowATGPTCy,"Single-center retrospective cohort at Department of Hematology, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine. 127 patients aged >=55 years with myeloid malignancies (AML 77.2%, MDS 21.3%, CMML 1.5%) undergoing allo-PBSCT between September 2016 and November 2023. Two arms by donor type: Haplo-PBSCT (n=87) and MUD/MSD-PBSCT (n=40; 21 MSD + 19 MUD). All 87 haplo and 18/40 MUD/MSD received uniform low-dose ATG (rabbit ATG 2.5 mg/kg/d x 2 days, total 5 mg/kg) + low-dose PTCy (single dose 50 mg/kg on d+3) + CsA + MMF for GVHD prophylaxis. 22/40 MUD/MSD received ATG 2.5 mg/kg/d x 2d + MTX + CsA + MMF (no PTCy). All received RIC (busulfan 3.2 mg/kg/d x 2d + fludarabine 30 mg/m2/d + cytarabine 1-1.5 g/m2/d x 5d + TBI 3 Gy on d-1). 100% PBSC grafts. Letermovir available since August 2022 (36 patients). Reference: Jia Y et al. Annals of Hematology 2025; 104:1857-1866.",single_center,2016,2023,127,184,,Shanghai General/Shanghai Jiao Tong group has prior publications on low-dose ATG/PTCy regimen (Yang 2019 BMT; Xu 2021 BMT; Li 2023 Front Immunol) in younger haploidentical recipients - potential partial cohort overlap with prior single-center reports for the haplo arm patients transplanted 2016-2023. This 2025 paper is the first to focus specifically on older (>=55) myeloid malignancy subset.
1069,MSKCC_UMiami_MMUD_Jimenez,"Two-center retrospective cohort of 128 adult recipients of HLA-mismatched unrelated donor (MMUD) allogeneic HCT for high-risk hematologic malignancies at Memorial Sloan Kettering Cancer Center (MSKCC) and University of Miami Sylvester Comprehensive Cancer Center (UM SCCC) between 2010 and 2020. Eligible donors mismatched at >=1 locus among HLA-A, HLA-B, HLA-C, HLA-DRB1; HLA-DQB1 mismatches not used as inclusion criterion. Two GVHD prophylaxis groups: ATG (n=46, rabbit ATG 5-7.5 mg/kg pre-transplant + tacrolimus + short-course MTX 5-15 mg/m2 IV D+1,+3,+6,+11) vs PTCy (n=82, cyclophosphamide 50 mg/kg IV D+3,+4 + MMF 10-15 mg/kg PO/IV TID D+5 to D+35 + tacrolimus n=41 or sirolimus n=41 from D+5). PTCy group includes 30 subjects from prospective trial NCT02793544. PTCy group had more highly mismatched (>1 locus) donors (30.5% vs 2.2%) and more BM grafts (50% vs 26%). 58% racial/ethnic minorities. Excludes HLA-matched donors, mismatched related donors, and ex vivo graft manipulation.",multicenter_collaboration,2010,2020,128,185,NA,Two-center collaboration MSKCC + UM Sylvester. PTCy subcohort overlaps with NCT02793544 prospective trial (30 of 82 PTCy subjects). Shaffer/Shaw 15-MMUD NMDP phase 2 study (ref 12) likely overlaps with NCT02793544 subjects.
1070,JSTCT_TRUMP_ALL_PTCyHaplo_UCB,"Japanese Society for Transplantation and Cellular Therapy (JSTCT) nationwide registry analysis via the Transplant Registry Unified Management Program (TRUMP). 1999 adult patients (age >=16) with acute lymphoblastic leukaemia (ALL) undergoing PTCy-haplo (n=330) or single-unit umbilical cord blood (UCB, n=1669) transplantation between 2013 and 2021. PTCy-haplo arm: 95.5% (n=315) received PBSC grafts; 79.8% TBI-based conditioning; 50.6% MAC. UCB arm: single-unit UCB; 54.8% MAC. Distinct from prior Sugita 2022 BMT (Sugita J et al., comparable Japanese cohort but heterogeneous diseases) and Wada 2022 Transplantation (single-center Kyoto cohort) referenced as ref 7 and 11. Designed by Adult ALL Working Group of JSTCT. Distinct disease focus (adult ALL only) from other JSTCT/TRUMP cohorts.",JSHCT,2013,2021,1999,187,NR,Possible patient overlap with Sugita J 2022 BMT (mixed-disease JSTCT haplo vs UCB) and Wada F 2022 Transplantation (Kyoto single-center). This 2024 paper is ALL-specific and is the primary publication for ALL outcomes in this registry stratum.
1071,Medicana_Izmir_Kahraman,"Single-center retrospective cohort of 78 adult patients undergoing allogeneic hematopoietic stem cell transplantation at Medicana International Izmir Hospital, Izmir, Turkey, between January 2022 and June 2024. Three donor strata: myeloablative-related (n=38, 48.7%), myeloablative-unrelated (n=26, 33.3%), and haploidentical (n=14, 17.9%). PTCy was administered to 49 patients (62.8%): all 14 haploidentical, all 26 MUD, and 9 of 38 related donor recipients. The remaining 29 (37.2%) — all related donor recipients — did not receive PTCy. All patients received cyclosporine + MMF from D-1; PTCy schedule was 50 mg/kg/day on D+3 and D+5 (non-standard timing). ATG given to 27 (34.6%; 26 MUD + 1 related). Conditioning predominantly fludarabine/melphalan (88.5%) or treosulfan/melphalan (11.5%). Diseases: AML 45.9%, ALL 14.2%, MDS 9% (paper states 13 patients = 16.7% likely), MM 10.3%, lymphoma 5.1%, others. GVHD graded by IBMTR system.",single_center,2022,2024,78,192,NA,"No known overlap with other cohorts in the map; new single-center cohort from Izmir, Turkey."
1072,FHCC_Seattle_letermovir_era_HHV6,"Single-center retrospective cohort at Fred Hutchinson Cancer Center (FHCC), Seattle, of 738 consecutive CMV-seropositive adult (>=18 yrs) first allogeneic HCT recipients between 1 July 2015 and 31 December 2021. Two cohorts defined by date of routine letermovir prophylaxis implementation (Oct 2018): pre-LTV (Jul 2015-Sep 2018, n=376) and post-LTV (Oct 2018-Dec 2021, n=362). Patients on broad-spectrum antivirals on day of HCT excluded. Stratified ONLY by LTV era, NOT by PTCy use; PTCy is reported as a baseline covariate (10.4% pre-LTV, 21.3% post-LTV) but outcomes are not separated by PTCy vs non-PTCy. Cohorts include heterogeneous donor types (matched related, MUD, mismatched related/haplo, mismatched unrelated, UCB) and GVHD prophylaxis regimens. Primary outcome: HHV-6 reactivation and encephalitis. No PTCy vs comparator contrast structure. Comparable to cohort 1058 (CYTOALLO_GITMO_AMCLI) in design.",single_center,2015,2021,738,193,NA,"FHCC single-center cohort; may overlap with other Fred Hutch publications (e.g., Perchetti 2023 BMT letermovir breakthrough, Hill 2017/2018/2019/2022 dsDNA virus studies). Cohort defined by CMV-seropositive first allo-HCT 2015-2021."
1073,CIBMTR_Lymphoma_Haplo_URD,"CIBMTR registry analysis of 917 adult (>=18 yrs) lymphoma patients (Hodgkin and NHL) undergoing first RIC/NMA conditioning haploidentical or HLA-matched URD (8/8 allele level HLA-A,-B,-C,-DRB1) allo-HCT between 2008 and 2013. Three groups: haploidentical (n=185) with PTCy-based GVHD prophylaxis (predominantly Tac/MMF/PTCy n=175); URD without ATG (n=491) with CNI-based prophylaxis; URD with ATG (n=241) with CNI-based prophylaxis. Haplo recipients received Flu/Cy/2 Gy TBI conditioning and predominantly BM grafts (93%); URD recipients received Flu+alkylator and/or 2 Gy TBI and predominantly PB grafts (94% URD-noATG, 91% URD-ATG). Ex vivo graft manipulation excluded. Median follow-up of survivors ~3 years. Distinct from CIBMTR cohort 1001 (AML/ALL/MDS), 1008 (MUD/MMUD acute leukemia), 1011 (HL only), and 1046 (DLBCL only EBMT-CIBMTR). Lymphoma Working Committee mixed histology (DLBCL, FL, MCL, T/NK, HL).",CIBMTR,2008,2013,917,196,NA,Distinct from other CIBMTR cohorts (1001 AML/ALL/MDS; 1008 MUD/MMUD acute leukemia; 1011 HL; 1046 DLBCL EBMT-CIBMTR). Lymphoma WP mixed histology.
1074,Grenoble_Alpes_Kaphan_BKHC,"Single-center retrospective cohort of 168 AHSCT procedures (157 unique patients) performed at Grenoble Alpes University Hospital, France, between January 2014 and January 2018. Data extracted from the EBMT ProMISe database via Société Francophone de Greffe de Moelle et de Thérapie Cellulaire (SFGM-TC). All hematologic disease/AHSCT recipients (acute leukemia ~65%, MDS ~17%, MPN ~6%, lymphoma ~10%, aplastic anemia ~2.4%). Donor mix: MSD 29%, MUD 41%, MMUD 14%, haploidentical 15%. Stratified by GVHD prophylaxis: 49 patients received post-transplant cyclophosphamide (PTCy 50 mg/kg D+3,+4, used for haploidentical and 9/10 mismatched unrelated donors) versus 119 patients received non-PTCy prophylaxis. Conditioning: MAC 30%, RIC 70%. Patients with early death (<30 d) or engraftment failure excluded. Primary analysis: risk factors for BK virus-associated hemorrhagic cystitis. Outcomes reported by BKV-HC status (cases vs controls), not separately by PTCy vs non-PTCy arm.",single_center,2014,2018,157,197,NA,"Single-center Grenoble cohort; no known overlap with other cohorts in this batch. Data sourced from EBMT ProMISe but this is local center data only, not the broader EBMT registry."
1075,Istanbul_Medeniyet_MSD_Kara,"Single-center retrospective cross-sectional cohort of 40 adult patients with high-risk hematologic malignancies undergoing HLA-matched (HLA-A, -B, -C, -DRB1, -DQB1) sibling donor allogeneic stem cell transplantation between 2016 and 2020, followed at a single SCT center in Istanbul, Turkey (Istanbul Medeniyet University local ethics approval). Two GVHD prophylaxis groups: PTCy 50 mg/kg D+3,+4 with MESNA + tacrolimus 0.03 mg/kg/day from D+5 (target 5-15 ng/mL for 3 months) + MMF 45 mg/kg/day D+5 to D+28 (n=15); vs MTX 15 mg/m2 D+1 then 10 mg/m2 D+3,+6,+11 + calcium folinate D+2,+4,+7,+12 + cyclosporine A 1.8 mg/kg/day from D+5 (target 200-400 ng/mL for >=6 months) (n=25). Fludarabine/busulfan conditioning for myeloid malignancies; fludarabine/TBI for lymphoid malignancies. All received CMV prophylaxis with ganciclovir and valaciclovir.",single_center,2016,2020,40,198,NA,No known overlap with other cohorts.
1076,AlbertEinstein_SaoPaulo_Kerbauy_haplo_UD,"Single-center retrospective cohort of 127 consecutive adult patients with hematologic malignancies or aplastic anemia undergoing first allogeneic HSCT with T-cell-replete HLA-haploidentical donor (haplo-HSCT, n=59) or matched unrelated donor (UD-HSCT, n=68) with ATG at Hospital Israelita Albert Einstein, Sao Paulo, Brazil, between 2010 and 2018. Patients with primary immunodeficiency, inflammatory bowel disease, and second allogeneic transplants excluded. Haplo arm: NMA (Cy/Flu/TBI200), RIC (Mel140/Flu/TBI200), or MAC (Bu/Flu or Thio/Bu/Flu) conditioning + PTCy 50 mg/kg D+3,+4 + tacrolimus + MMF. UD arm: MAC (Bu/Flu, Bu/Cy, Cy/TBI, or Eto/Cy/TBI), RIC (Flu/Mel or Bu/Flu) or NMA (Cy/Flu) conditioning + rabbit ATG (Sanofi Genzyme) 5 mg/kg total + methotrexate + CNI. Pre-letermovir era. May share patients with Kerbauy MN 2023 paper on immune reconstitution from same institution.",single_center,2010,2018,127,201,NR,"Likely shares patients with Kerbauy MN 2023 (study_id 200, immune reconstitution PTCy vs ATG paper) from same Hospital Israelita Albert Einstein, Sao Paulo, Brazil."
1077,CedarsSinai_CSMC_matched_donor,"Single-center retrospective cohort at Cedars-Sinai Medical Center (CSMC) Blood and Marrow Transplant Program, Los Angeles, CA, of 351 adult patients undergoing first allogeneic HSCT with matched donor (MRD or MUD) cell source from bone marrow (BM) or peripheral blood stem cells (PBSC) between January 2010 and March 2024. Haploidentical and mismatched-related donors excluded. Stratified by GVHD prophylaxis era: pre-2016 non-PTCy era (N=252, Tac/MTX-based standard) vs post-2016 PTCy era (N=99, PTCy + tacrolimus + mycophenolate). Disease mix: AML (37%), ALL (27%), MDS/MPD (9%), NHL (8%), HL (5%), MPN (4.6%), CML (3.4%), SAA (2.8%), MM (2.6%), CLL (1.1%). Median follow-up 10.6 yr (non-PTCy) vs 4.4 yr (PTCy). Note: paper title's prompt header was incorrectly described as Korean MSD-only; actual cohort is US Cedars-Sinai matched donor (MRD+MUD) BM+PBSC.",single_center,2010,2024,351,203,NR,Index publication. May share some patients with CIBMTR registry analyses that include CSMC as contributing center.
1078,Siriraj_Bangkok_MSD_PBSC_myeloid,"Single-center retrospective cohort of 42 consecutive patients with myeloid neoplasms (AML in CR1, MDS, CML chronic phase) undergoing myeloablative (busulfan 3.2 mg/kg IV D-7 to -4 + cyclophosphamide 50 mg/kg IV D-3 to -2) MSD PBSCT at Division of Hematology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand, between January 1, 2010 and December 31, 2013. Two GVHD prophylaxis arms based on year of transplantation: MTX/CSA standard (n=21, transplanted 2010-2011) vs PTCy/ATG calcineurin-inhibitor-free (n=21, transplanted 2011-2012). PTCy/ATG arm: rabbit ATG thymoglobulin 2.5 mg/kg/day IV D-3 to -2 (total 5 mg/kg) + cyclophosphamide 50 mg/m2 IV D+3, +4. MTX/CSA arm: CSA 3 mg IV q12h from D-1 (trough 200-400 ng/ml for 3 months) + short-course MTX 15 mg/m2 IV D+1, 10 mg/m2 D+3, +6, +11. Outcomes evaluated March 1, 2019. Median FU 71 months.",single_center,2010,2013,42,207,NA,No known overlap with other cohorts in this MA. Single Siriraj Hospital Bangkok publication.
1079,GETH_Kwon_MSD_Madrid_Malaga,"Two-center Spanish GETH retrospective cohort of 107 consecutive adult patients undergoing HLA-identical sibling donor (MSD, 10/10) HSCT for hematologic malignancies. PTCy group (n=57) transplanted between April 2014 and December 2017 at 2 centers (Hospital Gregorio Maranon Madrid [center A, n=19] and Hospital Regional de Malaga [center B, n=38]) received PTCy 50 mg/kg D+3,+5 + CsA from D0 (38 patients, 65%) or PTCy 50 mg/kg D+3,+4 + CsA from D+5 + MMF (19 patients, 35%). CsA-MTX historical control group (n=50) transplanted between March 2010 and November 2015 at center A only. PBSC graft 91% (97/107). MAC/RIC mixed. Distinct cohort from Bailen 2019 (study 42, single-center Madrid MUD/mMUD PTCy) and Bailen GETH multicenter MUD/mMUD cohort 1019 (different donor stratum, MSD only here).",multicenter_collaboration,2010,2017,107,209,NA,Madrid (Gregorio Maranon) + Malaga centers. Shares Madrid center with Bailen GETH cohorts (1019) but distinct donor stratum (MSD only). Possible patient overlap with other GETH-TC Spanish multicenter publications by Kwon/Bailen group; adjudicate at consolidation.
1080,EUROGRAFT_2017_multicenter,"Multicenter European retrospective registry cohort of 317 patients (296 adults, 21 pediatrics <12 yrs) who underwent first allo-HSCT during the year 2017 at six transplant centers: University Hospital Regensburg (Germany, n=62), University Hospital Dresden (Germany, n=96), Mannheim University Hospital (Germany, n=25), University Clinical Centre Gdansk (Poland, n=40), University Hospital Centre Zagreb (Croatia, n=69), and St. Anna Children's Hospital Vienna (Austria, n=4). Joint analysis within the German-Austrian-Swiss registry expanded by EUROGRAFT (COST cGvHD Integrated European Network) centers. Stratified by GvHD prophylaxis: Standard (CNI + MTX/MMF) n=115, ATG-based n=135, PTCy-based n=60, Other n=7. Donor types: HLA-matched sibling 20.5%, unrelated 66.2%, haploidentical 13.2%. cGvHD diagnosis per 2014 revised NIH criteria. Median follow-up 943 days (range 0-1962). Adult at-risk cohort (reached day 100 without prior relapse/TRM/2nd tx) n=249. Funding from Novartis Pharma AG.",multicenter_collaboration,2017,2017,317,211,NA,"May overlap by single-center contribution with other Regensburg (Grube/Wolff), Dresden (Middeke), Gdansk (Piekarska/Sadowska-Klasa), or Zagreb publications restricted to 2017 transplants; centers also contribute to EBMT registry."
1081,Hubei_AA_haplo_multicenter,"Multicenter retrospective real-world cohort of 130 patients with aplastic anemia (AA) undergoing haploidentical HSCT across 7 transplantation centers in Hubei Province, China (Tongji Hospital, Union Hospital, Wuhan No. 1 Hospital, Yichang Central People's Hospital, Jinzhou Central Hospital, Xiangyang Central Hospital, First People's Hospital of Jinzhou) between January 2013 and June 2021. Two GVHD prophylaxis arms: modified PTCy (mPTCy, n=55) with Flu/Bu/Cy/ATG conditioning + PTCy 50 mg/kg D+3,+4 (2018-2019) or D+3,+5 (2020-2021) + tacrolimus + MMF; vs G-CSF/ATG 'Beijing protocol' (n=75) with Bu/Cy/ATG conditioning (total Cy 200 mg/kg) + CsA + MMF + MTX. Graft predominantly G-CSF-mobilized BM+PB. Disease: SAA, NSAA, VSAA, SAA-PNH. Conducted on behalf of the Aplastic Anemia Group of Hubei Province.",multicenter_collaboration,2013,2021,130,216,NA,"Tongji Hospital site has prior publication (Li Y 2021, Transplant Cell Ther 27:331.e1-331.e7, reference 13 in this paper) which evaluated TBI-free mPTCy regimen in AA at this institution; the mPTCy arm here partially overlaps with that single-center cohort but this 2022 paper expands to 7 centers in Hubei Province."
1082,TaipeiVGH_Liu_IFD,"Single-center retrospective cohort of 580 adult patients undergoing allogeneic HSCT for hematologic disorders at the Blood and Marrow Transplant Center of Taipei Veterans General Hospital, Taiwan, between 2003 and 2023. Stratified by GVHD prophylaxis and donor type: PTCy group (n=80, exclusively haploidentical donors; PTCy 50 mg/kg D+3 and D+4 + anti-calcineurin + MMF from D+5; predominantly NMAC/RIC 90%) vs CsA + short-course MTX group (n=500, predominantly MSD n=220, MUD n=263, MMUD/UCB n=17; predominantly MAC 65.4%). All received antifungal prophylaxis (CsA+scMTX: fluconazole 82.4%, echinocandin 16.8%; PTCy: echinocandin 53.8%, fluconazole 43.8%). High CMV seroprevalence area (recipient IgG+ >95%, donor IgG+ 85%). Primary focus: invasive fungal disease (IFD) by EORTC/MSG criteria.",single_center,2003,2023,580,219,NA,"Liu 2016 (J Microbiol Immunol Infect 49:567-574, ref 18) is a prior IFD report from the same center (Taipei VGH) - likely earlier-era subset of this cohort. No other identified PTCy-MA papers from this institution."
1083,Singapore_2center_RR_lymphoma_alloHSCT,"Two-center (Singapore General Hospital and National University Hospital Singapore) retrospective cohort of 121 consecutive adult patients with relapsed/refractory lymphoma (B-NHL 34%, T-NHL 31%, NKTL 20%, HL 15%) undergoing allo-HSCT between 2003 and 2022. Donor types: MSD 45%, MUD 29%, haploidentical 19%, cord blood 7%. 86% RIC, 14% MAC. 27% had prior auto-HSCT. GVHD prophylaxis was CNI plus MTX or MMF; ATG given to all MUD recipients; PTCy was used in only 15 of 23 haploidentical recipients (the rest used ex vivo alpha-beta T-cell depletion). No PTCy vs comparator stratification; outcomes (PFS/OS/NRM/aGVHD) reported only by donor type, conditioning intensity, lymphoma subtype, disease status, and era. CMV reactivation NOT reported as an outcome despite mention of letermovir prophylaxis adoption since 2017. Single-arm descriptive cohort relative to the PTCy MA scope: PTCy is not the cohort defining intervention and no PTCy-stratified outcomes are reported.",multicenter_collaboration,2003,2022,121,220,NA,No known overlap with prior cohorts in the consolidator map.
